Link,Text,Type
https://www.facebook.com/makemedsaffordable/,,video_caption
https://www.facebook.com/WhiteHouse/videos/for-decades-big-pharma-fought-to-block-medicare-from-directly-negotiating-lower-/355314573510457/,"For decades, Big Pharma fought to block Medicare from directly negotiating lower drug prices.Under President Biden, those days are ending.
We just watched you poison the entire country for Big Pharma…no one believes anything you do will actually “help the People.”
",video_caption
https://www.facebook.com/POTUS/videos/in-just-a-few-weeks-my-plan-to-bring-down-prescription-drug-prices-and-energy-co/5606421109404948/,"In just a few weeks, my plan to bring down prescription drug prices and energy costs starts to go into effect.It’ll be good for our economy. And it’ll be good for working- and middle-class families who will finally get a break.
How about the students loans. And the gas price still up 
Great leadership was rewarded this week and will initiate momentum!MAGA Republicans and election deniers won’t be able to obstruct nearly to the extent that they expected, due to the outcome of the Midterm’s!
",video_caption
https://www.facebook.com/SenLisaMurkowski/videos/the-rising-cost-of-drug-prices-must-be-addressed-i-hear-from-far-too-many-alaska/851775675230916/,"The rising cost of drug prices must be addressed. I hear from far too many Alaskan families who worry about paying for life-saving treatments and from seniors who struggle to pay for their needed medication. I’m proud to support Senator Chuck Grassle…
See more
Stop voting to kill the unborn children.  You're a vile human being.
Thank you.
",video_caption
https://www.facebook.com/LowerDrugPricesNow/,,video_caption
https://www.facebook.com/betterhealth/,"Provides Emergency financial assistance for prescriptions, eye examinations, Medical equipment loans,
",video_caption
https://www.facebook.com/fairmarkethealth/videos/have-you-been-researching-assisted-reproductive-technology-and-need-a-little-ext/831103904603223/,"Have you been researching Assisted Reproductive Technology and need a little extra guidance?Don't hesitate to ask, we are here to help!#fairmarkethealth #wichitakansas #wichita #ks #healthcare #health #ict #humanresourcesmanager #smallbusiness #s…
See more
",video_caption
https://www.facebook.com/mosaictheorymd/videos/buiness-owners-can-save-on-healthcare-costs/1254175588393705/,"Business owners.. this one’s for you. Healthcare costs are out of control and they are only increasing. You’re pouring money into something that gives you no knowledge of how your premiums are being spent, why they are being increased and what th…
See more
",video_caption
https://www.facebook.com/healthcaredotcom/,"Healthcare.com is an online healthcare company working to help Americans save on health insurance and prescription medications.
Looking to cut your prescription drug costs? 
Healthcare.com's Rx Savings Card provides up to 80% off medications at over 42,000 U.S. pharmacies, including CVS and Walgreens. 
It's free, easy to use, and doesn't require insurance.… See more
",video_caption
https://www.facebook.com/sliceofhealthcare/,,video_caption
https://www.facebook.com/Coverfox.Insurance/videos/5-reasons-to-buy-health-insurance/381606472795588/,"Health risks and uncertainties are a part of life. We never know what the future holds, but we can always be prepared. Buying health insurance is one way to be financially prepared against such risks...Let us give you 5 reasons to buy health insur…
See more
",video_caption
https://m.facebook.com/story.php?story_fbid=2508222272819350&id=1790784227896495&m_entstream_source=timeline,"Free in Australia also!
And they decide what doctors you see, when you can get surgery. You pay out of your pocket if you want specialty care that your GP doesn’t recommend. They pay for it out of the payroll taxes. It’s just called something else.  
I’m assuming you work for free?
Love the word FREE !  Nobody pays for it ?  Everyone works for FREE !  Yippee!! 
Crazy!!
Free doesn't cost?
Sadly,  that wouldn’t be the same here.
I have Medicare and supplement insurance. I pay 10,500 per year. Crazy!!
Yea if we had socialized medicine I have no doubt it would work just as well as how our government can’t even coordinate the COVID vaccine rollout.  Why oh why do people think the government is there to handle these things.  Name me one thing their efficient at doing.
That means taxes go up up up
No service is ever free. Payment comes from higher taxes.The concept is not bad, but for a government who can't even run the VA properly, there is a ton of work which must be done before the people of this country trust the government enough to run healthcare.
then why do so many Brits pay for private health insurance - my father used to - he said the National Health Service ......[ bleep ] ......... - fill in the blanks. friends of ours  from England would come here and go to the dentist while they were on … See more
I knew a doctor from England. He moved here because even medical is not always good medical.  Long lines, long waits, poor service.  Taxes high to pay for it.  If the USA would not send billions of dollars to other countries, Americans could have almost free medical.
I've never read such a string of ignorant remarks!
Cost for whom? Who pays is different than the cost. You also need to factor in the costs to the medical facilities. The full actual costs. Then there can be a real conversation about the inequity of medical costs around the world. 
Ya ok bullshit!! That’s why they come to America to get good health care!’
Just because it seems like it's free, it's not. Someone has to pay for all this free and it comes by way of increased taxes to those who actually hold a job, unlike those who choose not to work, then for that group, it's probably free. Simple, they don… See more
https://amp.theguardian.com/.../nhs-patients-waiting-over....       You could wait months in the busy season here in Florida . Your insurer will decide who you are allowed to see and what you can have done
Nothing is free, so who pays for it?  How high are their taxes and how long must they wait to see a doctor?
Let me ask my relatives about this, pros & cons. Maybe major surgery is not part of that free care... 
Why not talk about the tax burden in the UK and then see who’s ahead. Especially when you consider you pay taxes your WHOLE working career.
How long does it take to get a doctor appointment in UK
Just one question - why is it that those that can afford it come here for major surgery? No such thing as free - somebody is paying.
there is a extremely long waiting list in the UK...
How long is the wait for elective surgery, for heart surgery?
The US has free Govenment Medicaid already for the poor and low income people  where they get free  medical healthcare free medication they should fix and expand Medicaid  add preexisting condition people who can't afford their  life long medical care and medication .
But look at the difference in taxes. Healhcare isn't free in the uk. Just like for illegals invading the US. Those paying taxes are the ones who pay for it.
A look at the cost of healthcare in the U.K. and in the U.S..
",video_caption
https://www.facebook.com/MyHealthCost/videos/shopping-for-healthcare-could-save-you-thousands-of-dollars/2081140308784443/,"HealthCost provides rate, location and reputation transparency so you have the freedom to choose and…
See more
",video_caption
https://www.facebook.com/nicehealthcare/,"Comprehensive, on-demand, in-home and virtual care that's affordably priced and delivered by highly
In case you missed it, Nice CEO Thompson Aderinkomi was interviewed by Nick Soman, CEO of Decent, for their new Healthcare Rebel Alliance podcast. They discuss what it's like to be a healthcare start-up founder,  what inspires them and the changes they'd like to see in the industry.
Read the full interview below.
",video_caption
https://www.facebook.com/DiversicareHealthcareServices/videos/award-winning-cnas-brookshire-healthcare-center/817120381777707/,"Award winning CNAs @ Brookshire Healthcare Center!
She is fantastic and shows she cares.
",video_caption
https://m.facebook.com/HeritageOrg/photos/5549666808379225/?locale=ms_MY,"#Healthcarecosts are skyrocketing. How do you provide quality #healthcare to your population and stay on budget? We can take the burden of health care management off your shoulders with a program that positively impacts your bottom line. Find out how: https://heritagehealthsolutions.com/
",video_caption
https://www.facebook.com/contactsafeharbor/videos/safe-harbor-health-is-back-at-itwe-are-hosting-a-live-training-the-basics-a-zwit/338267234523151/,"Safe Harbor Health is back at it!We are hosting a live #training: “The Basics A-Z”with CEO Mike Murray Friday 6/4 @ 10:30AM EST.Anyone interested in learning how this unique #wellnessprogram delivers immediate financial #savings for both #employe…
See more
",video_caption
https://www.facebook.com/sidecarhealth/,"Sidecar Health offers modern, common-sense health insurance that's clear and simple to use. No more n
Thanks to Real Simple for naming us in the 2021 #SmartMoneyAwards. We're honored to be included alongside so many fantastic companies. Check out the full list here:
Thanks to Doug for sharing his insights on why he's so excited about the future of healthcare. Doug, Chief Actuary, leads Actuarial, Underwriting and Finance for Sidecar Health. Doug has over 25 years of health insurance experience leading Actuarial and Underwriting teams for large carriers.
#sidecarhealth #healthcarerevolution #transparencymatters #consumerpower
",video_caption
https://www.facebook.com/capsahealthcare/,"At Capsa Healthcare, we help our customers and partners to elevate their performance, every day
Heading to #HIMSS24 in Orlando? 
Swing by booth #3040 for a hands-on look at our advanced mobile #ComputingWorkstations and #TabletCarts.
Pl… See more
",video_caption
https://www.facebook.com/StPetersHealthPartners/videos/care4commongood-value-based-care/606894263336308/,"Hospitals and health systems are working hard to advance affordability by redesigning delivery and payment systems. Steven Hanks, M.D., chief clinical officer for #SPHP, talks about the need for Congress and other federal policymakers to accelerate t…
See more
Get back to promoting the wonderful female providers at SPHP and then let's talk about continuing to make SPHP more diverse !
",video_caption
https://www.facebook.com/groups/431822400195488/,"Don't you let it pass you by #viral, #fyb, #love ♘♤☈♢⛘
OH!! Work smarter, not harder -3
",video_caption
https://www.facebook.com/fairhealth/,,video_caption
https://www.facebook.com/fairmarkethealth/videos/sometimes-the-simplest-solution-is-the-best-fairmarkethealth-wichitakansas-wichi/638166927955444/,"Sometimes the simplest solution is the best! #fairmarkethealth #wichitakansas #wichita #ks #healthcare #health #ict #humanresourcesmanager #smallbusiness #startup #savemoney #medicalbills #healthbenefits #healthcarecosts #savingmoney #savemoneytips…
See more
",video_caption
https://www.facebook.com/NationalHealthCareAssociates/,"National Health Care Associates (National) and its affiliate centers deliver quality post-acute care
Vermont, Connecticut & New York friends ---- It's time for our Annual Holiday Decorating Contest! Vote for your favorite!  The center with the most ""likes"" by Friday at 5pm wins!
Maine, Massachusetts and New Hampshire friends ---- It's time for our Annual Holiday Decorating Contest! Vote for your favorite!  The center with the most ""likes"" by Friday at 5pm wins!
Happy Certified Nurses Day and thank you all for demonstrating professionalism and dedication to quality patient care. Your unwavering commitment to patient-centered care helps guests become a better, brighter, and stronger version of themselves.
",video_caption
https://www.facebook.com/WhatTheHealthNC/videos/dr-gerard-anderson-health-care-prices/238935011041223/?locale=ms_MY,"“Health care is eating your paycheck.”Why is health care so expensive? John Hopkins professor Dr. Gerard Anderson breaks it down for us. Hear the lessons from an author of the famous paper, “It’s the Prices, Stupid.”The takeaway? Blame the prices…
See more
",video_caption
https://www.facebook.com/healthecommerce/,"Parent brand of FSA Store, HSA Store, WellDeserved, and Caring Mill. Serving 70+ million tax-free health consumers.
Spring into better health with FSA Store! The March 15th FSA grace period deadline is almost here. Whether you’re fighting allergies or protecting your skin, our list of the Top 10 most popular FSA-eligible purchases for grace period will help you tend to your spring healthcare needs. Read more in Yahoo Finance
",video_caption
https://www.facebook.com/CommunityCare/videos/more-than-ready-communitycare/360847191756350/,"We are more than your average health plan. We are one of Oklahoma’s largest and strongest.
",video_caption
https://www.facebook.com/bettersolutionsforhealthcare/,"Working together to drive real solutions that will lower healthcare prices.
 Site-neutral reforms protect patients. The Lower Costs, More Transparency Act would only affect 0.1% of rural outpatient spending and take a big step towards lowering patients’ costs.
 Rural residents who travel to the city for care pay much more for services provided in hospital-owned clinics compared to doctor’s offices. For example, an allergy skin tests cost $176 in a doctor’s office and $719 in a hospital-owned clinic.
Read more here: https://bit.ly/3IFFr7X
",video_caption
https://www.facebook.com/ContraCostaHealth/,"Contra Costa Health (CCH) is a comprehensive county health system.
Contra Costa County
Take care of the health of your pre-teens and teens! Vaccines are essential to keeping them from missing school and being able to have fun with their friends. Protect them against diseases like COVID-19, HPV, Meningitis and others. Learn more here: bit.ly/434G83U  · See original  · Rate this translation
Join us for the next MRC Oversight Committee meeting on Thursday, March 28 for an update on the independent investigation. Meeting info: cchealth.org/hazmat/mrc
Keep your preteens and teens healthy! Vaccines are key to ensuring they can keep up with school and enjoy time with friends. Protect them against illnesses like COVID-19, HPV, meningitis and more. Learn more here: bit.ly/434G83U
Acompáñenos en la próxima reunión del Comité de Supervisión de la Refinería MRC que se realizará el Jueves, 28 de marzo para recibir información actualizada sobre la investigación independiente. Más información en cchealth.org/hazmat/mrc
",video_caption
https://www.facebook.com/HealthcareReady/,"Healthcare Ready works to strengthen healthcare supply chains and enhance community health resiliency
1325 G Street NW, Washington D.C., DC, United States, Washington, District of Columbia
Join us at the 2024 Preparedness Summit as Angie Im, the associate director of research and policy for Healthcare Ready, takes the stage for a panel discussion for a groundbreaking study on the prioritization of state-managed medication stockpiling. Im will also be shedding light in a presentation on the urgent need for support for healthcare workforce in underserved communities. Don't miss out on these important conversation!
https://hubs.ly/Q02qg0920#PreparednessSummit #H… See more
",video_caption
https://www.facebook.com/LifestylesHG/,"We are a unique integrative healthcare center combining medical, chiropractic and functional rehabilitation to help eliminate pain, increase function and regenerate joints.
11300 Lindbergh Blvd #110, Fort Myers, FL, United States, Florida
This office is so nice and clean, staff is so friendly, Dr. Stokke is amazing. Always feel so much better after my adjustment there. I feel so horrible going in and feel like a new person coming out after only one adjustment. I definitely would recomme… See more
Thanks so much Connie for the positive comments and feedback!  We sure appreciate you!!
It's very sad that so many lives have been damaged or lost to opiod addiction.  These drugs are huge money makers for the pharmacuetical companies which is why little has ever been done.  The moral of this article should be to find the cause, address the cause properly and to not to chase the symptoms with another promise in a pill.
",video_caption
https://www.facebook.com/HCACare/,"https://linktr.ee/hcahealthcare
📽 Today, we’re joining Natasha, an HCA Healthcare cardiovascular technologist, as she gives us a behind-the-scenes look at the vital care she provides patients every day in the cardiac catheterization lab (cath lab).  Cath labs are special rooms inside of our hospitals where minimally invasive tests and procedures related to the heart are performed. According to the American Heart Association, approximately every 40 seconds, someone in the United States experiences a heart attack. You may need to visit the cath lab if you are experiencing symptoms of a potential heart attack like chest pain, dizziness, fatigue or shortness of breath. When heart emergencies occur, timely cardiac care is essential to preserving heart muscle. Cardiovascular technologists work alongside clinicians to ensure heart conditions are diagnosed and treated in a timely manner. When it comes to your heart, time is muscle. HCA Healthcare cardiovascular technologists support more than 200,000 procedures performed annually within cath labs across our network of care. These procedures include cardiac catheterizations, balloon angioplasties and the placement of stents. Utilizing advanced imaging technology and expert skill, our cardiovascular technologists serve as a right hand to cardiologists who perform life-saving procedures that treat conditions such as clogged arteries or irregular heartbeats. Natasha is part of a coordinated cardiovascular team at TriStar Centennial Medical Center, which is also equipped with a Structural Heart and Valve Clinic, Advanced Heart Failure Clinic and comprehensive Aortic Center. ❤ As we round out American #HeartMonth, please join us in thanking cardiovascular technologists, like Natasha, who work behind-the-scenes in HCA Healthcare hospitals to care for the hearts of our patients. #HCAHeart #BTSAtHCAHealthcare
We are proud to announce that the HCA Healthcare Hope Fund, a 501(c)3 public charity that provides emergency funds to colleagues when significant hardships arise due to illness, injury, natural disasters or other difficult situations, has surpassed $100 million in grants awarded since its founding in 2005. In 2023 alone, more than $11.4 million in assistance was distributed to help more than 3,700 HCA Healthcare colleagues and families. “This milestone for the HCA Healthcare Hope Fund is possible due to the generosity of our colleagues,” said Joe Flynn, president of the HCA Healthcare Hope Fund. “We are grateful for their selflessness and compassion, as they give back to fellow colleagues struggling with circumstances beyond their control. Through each donation, our colleagues truly embody the mission of HCA Healthcare.”Each year, more than 35,000 donors contribute to the HCA Healthcare Hope Fund to help their peers facing financial hardships. The HCA Healthcare Foundation also contributes more than $4 million a year to the fund by matching colleague donations.We are thankful for the generosity of colleagues across HCA Healthcare who have helped the Hope Fund reach this remarkable milestone. Read more about how the Hope Fund is making a difference in the lives of our colleagues in need ➡ https://bit.ly/4bvhDRm.#HCACares #OurHopeFund
Today, we are proud to announce that 54 HCA Healthcare hospitals were recognized on the 2024 Healthgrades America’s 250 Best Hospitals list for superior performance in providing care for conditions and procedures across multiple specialty lines and areas. Using a methodology focused solely on patient outcomes, this award recognizes the top 5% of hospitals in the country for clinical excellence.“We strive for the highest standards of patient care,” said Dr. Michael Cuffe, executive vice president and chief clinical officer of HCA Healthcare. “This achievement is a testament to our hospital colleagues’ steadfast dedication to providing high-quality patient care.”Learn about the HCA Healthcare hospitals recognized on the 2024 Healthgrades America’s 250 Best Hospitals list ➡ https://bit.ly/49dyUfS.#RaiseTheBar #TopHospitals
Sweet Mary is the best! She brightens every day!
Across HCA Healthcare, child life specialists bring comfort to patients and their families during hospitalization.  Child life specialists guide children through the process of being in the hospital and help them understand what is happening and why. For these dedicated colleagues, care takes on many forms – from helping a child with deep breathing by “blowing out” birthday candles to remain calm as their IV is started to introducing a child to a new stuffed animal to accompa… See more
",video_caption
https://www.facebook.com/FACHC/videos/health-care-services/2340551912859740/,"Florida’s Community Health Centers have been shaping the future of health care for nearly 50 years, …
See more
",video_caption
https://www.facebook.com/HealthcareNetworkSWFL/,"Since 1977, Healthcare Network has been providing children and adults access to quality care.
Looking for a fulfilling career where you can make a difference? Join Healthcare Network and be part of a team dedicated to providing accessible healthcare to all members of our community!
Whether you're in the medical field or seeking a non-medical position, we have career opportunities for you.
Don't miss out on the chance to be part of something meaningful. Apply now at https://healthcareswfl.org/careers/ and embark on a rewarding journey with us!… See more
",video_caption
